Source,Target,Weight
6,65,1.0000513313572805
6,66,1.0000197550317473
6,67,1.0001286350625997
6,68,1.0000532685699572
6,69,1.0000479332364711
6,70,1.0002516500979808
6,71,1.0000823927751679
6,72,1.0001257257678402
6,73,1.0007068689179632
6,74,1.000126171385516
6,75,1.0002060965521113
6,76,1.0001285665534103
6,77,1.0000199421406017
6,78,1.0004173066055202
6,79,1.0001278473897037
6,80,1.000049848529222
6,81,1.0005393896316515
6,82,1.0003953720546606
6,83,1.0002442137301768
6,84,1.0002986730489556
6,85,1.0000843952893108
6,86,1.00033263019333
6,87,1.0003371237019356
6,88,1.000164385648375
6,89,1.0002031486974603
6,90,1.00032813317315
6,91,1.0003560389876271
6,92,1.000169916481051
6,93,1.0004522272255263
6,94,1.000391082757471
6,95,1.000403008144606
6,96,1.0000474878672059
6,97,1.0000158219125883
6,98,1.0000219737551157
7,3,1.0233709970971343
7,25,1.0193532483358452
7,33,1.0174551699275232
7,38,1.0170487017307492
7,51,1.0230769604585417
7,55,1.0099215596672553
7,58,1.0236850623879101
8,0,1.0000022710445813
8,1,1.0000107952352366
8,2,1.0000765769737252
8,4,1.000049753371959
8,5,1.000022245302978
8,6,1.0000591189886927
8,9,1.000030628872762
8,11,1.0000418304744572
8,12,1.0000361681347791
8,13,1.0000193742248162
8,14,1.0000987360068843
8,15,1.00008736758061
8,16,1.0000860817476145
8,17,1.0000762507125243
8,18,1.000160998035098
8,19,1.0006253942122443
8,20,1.0000747827196013
8,21,1.0001430055806155
8,22,1.0002743706215098
8,23,1.0002893856852613
8,24,1.0002174887204252
8,26,1.0001975944349673
8,27,1.0003029884195676
8,28,1.000218570510838
8,29,1.0000667647838277
8,30,1.0000617392470839
8,31,1.0004620306400689
8,34,1.0004953227536035
8,35,1.0001992967418256
8,36,1.0003364696760548
8,37,1.0003262102481794
8,40,1.0001088578927686
8,41,1.0001770511129995
8,42,1.0000576532581624
8,43,1.000510550627794
8,44,1.0005525293231903
8,45,1.0000707929317914
8,46,1.000101145712456
8,47,1.001084066673647
8,48,1.0000794599494323
8,49,1.0001115651024233
8,50,1.0003250345810142
8,52,1.0001301955872628
8,53,1.0002792540149283
8,54,1.000164429492421
8,56,1.0001883690271907
8,57,1.0001355093752131
8,59,1.0000971190059704
8,60,1.000340914726455
8,61,1.0001555233589228
8,62,1.0000925315213534
8,63,1.0000703907700856
8,64,1.000052092171911
8,65,1.0000573635923813
8,66,1.000034156732605
8,67,1.0000630353755848
8,68,1.000083389938561
8,69,1.0000704541448617
8,70,1.000174001615852
8,71,1.0000511441350848
8,72,1.0000720173575044
8,73,1.0005629908467586
8,74,1.0001688704862322
8,75,1.0001199879445783
8,76,1.0001159006413272
8,77,1.0000167101244788
8,78,1.0003106769103143
8,79,1.0000749432456173
8,80,1.0000372201600394
8,81,1.0004905753102509
8,82,1.0003886916184561
8,83,1.000223696921127
8,84,1.0002753001872093
8,85,1.0000541952731368
8,86,1.0002400946444718
8,87,1.0003103105120645
8,88,1.0001202823490103
8,89,1.0002234605452975
8,90,1.000267354668991
8,91,1.0003344335869089
8,92,1.0001113628214129
8,93,1.0003206499880108
8,94,1.0002744510005932
8,95,1.0003548235109903
8,96,1.0000561391184384
8,97,1.0000273624503682
8,98,1.0000598636992555
9,0,1.0000298833160877
9,1,1.000018269046163
9,2,1.0000623501004526
9,4,1.0000232763400676
9,5,1.0000154857145112
9,6,1.0000277732038225
9,8,1.000030628872762
9,11,1.0000288399175492
9,12,1.0000128507882389
9,13,1.0000331637537936
9,14,1.0000635615238336
9,15,1.000024805035682
9,16,1.0000991997438664
9,17,1.0000592392798722
9,18,1.0001389961305347
9,19,1.0005779868733877
9,20,1.0000791429769107
9,21,1.0001211659822264
9,22,1.0001814795050483
9,23,1.000192240664021
9,24,1.0001965303869218
9,26,1.0001457819496589
9,27,1.0002795819980823
9,28,1.0001818121957073
9,29,1.0000350592022453
9,30,1.0000846591523975
9,31,1.0003571898305859
9,34,1.0003773742107682
9,35,1.000159620611209
9,36,1.0002675082820356
9,37,1.0003304471648367
9,40,1.0000904834724065
9,41,1.0001529261824882
9,42,1.0000343600249453
9,43,1.000475436905751
9,44,1.000539763843209
9,45,1.0000717919387037
9,46,1.0000978340619777
9,47,1.0009974857246973
9,48,1.000056193996058
9,49,1.0000833752140668
9,50,1.0003184826939857
9,52,1.0000730268490916
9,53,1.0002552479701392
9,54,1.0001119799297347
9,56,1.0001849125137054
9,57,1.0001675331631157
9,59,1.0001056145504161
9,60,1.000321655876724
9,61,1.0000958799461726
9,62,1.0000235526775283
9,63,1.0000696640100961
9,64,1.0000283012925462
9,65,1.0000869029052981
9,66,1.00004423595417
9,67,1.0000642488137468
9,68,1.0000448144342067
9,69,1.0000343466967043
9,70,1.0001539376295643
9,71,1.0000377634184938
9,72,1.000061647399674
9,73,1.0005083122861804
9,74,1.0000872272347021
9,75,1.0001211661153808
9,76,1.000071640786419
9,77,1.0000244857824043
9,78,1.0003133860931892
9,79,1.0000497325330346
9,80,1.0000426697973472
9,81,1.0003841863396385
9,82,1.0002607504816705
9,83,1.0001374101392058
9,84,1.0001882533324695
9,85,1.0000473837999098
9,86,1.0002039235265168
9,87,1.0002474420091907
9,88,1.0001191798229647
9,89,1.0001630955330647
9,90,1.0002179612967048
9,91,1.0002533417262804
9,92,1.00007524093152
9,93,1.0003322839063673
9,94,1.0002642860289064
9,95,1.0002736416909592
9,96,1.0000660057647954
9,97,1.0000219891830935
9,98,1.0000518946886352
10,38,1.0215074564912687
10,55,1.0293153519994906
10,58,1.016185291082179
11,0,1.0000484837789583
11,1,1.0000211856504502
11,2,1.0000262024282107
11,4,1.000067594247182
11,5,1.0000183941365821
11,6,1.0000109363718417
11,8,1.0000418304744572
11,9,1.0000288399175492
11,12,1.000030731627801
11,13,1.000009201123716
11,14,1.0001353973315006
11,15,1.0000566445905843
11,16,1.0001722218092501
11,17,1.000045866389128
11,18,1.0002460796653412
11,19,1.000778133350713
11,20,1.0001419434638161
11,21,1.000220105156525
11,22,1.0002258823414203
11,23,1.00022918892071
11,24,1.0003275225841461
11,26,1.000243821080166
11,27,1.000433649959679
11,28,1.0003081270004737
11,29,1.0000638103288144
11,30,1.0001188673491823
11,31,1.0005462016071325
11,34,1.0005771269663952
11,35,1.000294518390134
11,36,1.0004298147132964
11,37,1.0004669374067672
11,40,1.0001791157580089
11,41,1.0002550326308508
11,42,1.0000952651159563
11,43,1.0006698350715417
11,44,1.0007471918081066
11,45,1.0001443265124756
11,46,1.0001782455420296
11,47,1.0012695640645213
11,48,1.0001165800624032
11,49,1.000166263973924
11,50,1.000474325061361
11,52,1.0001143693239878
11,53,1.0003397389869864
11,54,1.0001961521631897
11,56,1.0002868733004495
11,57,1.0002597502040502
11,59,1.000171697027699
11,60,1.000478418953443
11,61,1.000193837614494
11,62,1.0000652950722266
11,63,1.0000247032853258
11,64,1.0000083057696203
11,65,1.0000303960325287
11,66,1.0000133150838946
11,67,1.000112287145425
11,68,1.0000479702909206
11,69,1.00005778399937
11,70,1.000250659747619
11,71,1.0000932296307163
11,72,1.0001328181427256
11,73,1.0007355197304892
11,74,1.0001244677481398
11,75,1.0002057803382838
11,76,1.0001514015504045
11,77,1.0000099982515973
11,78,1.000434942375561
11,79,1.0001334772073582
11,80,1.0000462312649823
11,81,1.0005275924016168
11,82,1.0003908384286477
11,83,1.000253435759054
11,84,1.0003176720174314
11,85,1.0000800241976118
11,86,1.0003460016493646
11,87,1.0003742446972124
11,88,1.0001991121416822
11,89,1.0002392054094147
11,90,1.000317870629853
11,91,1.0003752631447098
11,92,1.000182287289359
11,93,1.0004535894939315
11,94,1.0004179341100259
11,95,1.0004197190065993
11,96,1.0000290159298173
11,97,1.0000191509628247
11,98,1.0000201106938174
12,0,1.0000324465604344
12,1,1.000020231978144
12,2,1.000082665450975
12,4,1.0000275365829752
12,5,1.0000112112100896
12,6,1.000034530087639
12,8,1.0000361681347791
12,9,1.0000128507882389
12,11,1.000030731627801
12,13,1.0000303695270594
12,14,1.0000413951591318
12,15,1.0000350400681879
12,16,1.0000710538203785
12,17,1.0000665262767257
12,18,1.000108515293288
12,19,1.000500251199501
12,20,1.0000477170267075
12,21,1.000088289409166
12,22,1.0001434706958434
12,23,1.0001838965701748
12,24,1.0001642397811201
12,26,1.0001082178224125
12,27,1.0002427380042636
12,28,1.0001489864343214
12,29,1.0000129455121887
12,30,1.000066859828599
12,31,1.0003343381056078
12,34,1.00035928314622
12,35,1.000146149281087
12,36,1.0002353135782003
12,37,1.0002679170862736
12,40,1.0000668657108478
12,41,1.00011236249196
12,42,1.000025805955996
12,43,1.0004358584878155
12,44,1.0004905459183013
12,45,1.0000486298719127
12,46,1.0000666391447253
12,47,1.0009076821486103
12,48,1.0000280417838427
12,49,1.0000585224423901
12,50,1.0002696339370019
12,52,1.0000467818337881
12,53,1.0001823580405822
12,54,1.0001048913530364
12,56,1.000141281145373
12,57,1.0001416471941413
12,59,1.00006697455699
12,60,1.0002699081850683
12,61,1.0000904738010092
12,62,1.0000242290548358
12,63,1.0000842717206975
12,64,1.0000358688499582
12,65,1.000101540656568
12,66,1.0000500623054314
12,67,1.0000473322084544
12,68,1.0000237616837435
12,69,1.0000297003211813
12,70,1.000111716211132
12,71,1.000033877066215
12,72,1.0000578523876538
12,73,1.0004734680643754
12,74,1.0000541105593455
12,75,1.0000859180932942
12,76,1.0000539944167455
12,77,1.000023724315672
12,78,1.000259358426375
12,79,1.0000491497507664
12,80,1.0000190126890554
12,81,1.0003343083891518
12,82,1.000254404118462
12,83,1.0001253468684161
12,84,1.000164536573397
12,85,1.0000175484518754
12,86,1.0001861015482618
12,87,1.000205790378697
12,88,1.0001000403615803
12,89,1.0001254059453377
12,90,1.0001695922875762
12,91,1.0002218578139364
12,92,1.0000749839342002
12,93,1.0002585258474153
12,94,1.0002380333885927
12,95,1.0002455046523964
12,96,1.0000706959009324
12,97,1.0000321497522084
12,98,1.0000666986691498
13,0,1.0000261213163302
13,1,1.0000088073596125
13,2,1.0000326978045995
13,4,1.0000749877253152
13,5,1.0000120094008376
13,6,1.0000199350900438
13,8,1.0000193742248162
13,9,1.0000331637537936
13,11,1.000009201123716
13,12,1.0000303695270594
13,14,1.0001319084360312
13,15,1.0000829126223496
13,16,1.0001397708678537
13,17,1.0000679778965913
13,18,1.0002262104210664
13,19,1.000734182243712
13,20,1.0001103375077505
13,21,1.0001965626033789
13,22,1.000266919768592
13,23,1.0002884188703107
13,24,1.0003007148901553
13,26,1.0002429431622288
13,27,1.0004041086181068
13,28,1.0002906580108857
13,29,1.0000684509908686
13,30,1.000094652683372
13,31,1.0005506360889154
13,34,1.000585264807355
13,35,1.000273153292646
13,36,1.000408269429543
13,37,1.000407300302961
13,40,1.0001613766486683
13,41,1.000232894758168
13,42,1.000091115950789
13,43,1.0006452769437943
13,44,1.00070056172818
13,45,1.0001162553850822
13,46,1.000148252516549
13,47,1.0012309678582978
13,48,1.0001021449199015
13,49,1.0001564006312782
13,50,1.0004263804590796
13,52,1.000133414460377
13,53,1.0003142152812623
13,54,1.0002012811715886
13,56,1.0002422595118017
13,57,1.0002161280483748
13,59,1.0001334239799922
13,60,1.0004360225109419
13,61,1.0001988919717242
13,62,1.0000864488109986
13,63,1.0000277353095837
13,64,1.000026690243666
13,65,1.0000271383867152
13,66,1.0000067932862977
13,67,1.0000972992645796
13,68,1.0000608143214917
13,69,1.0000613996857042
13,70,1.0002261787988367
13,71,1.000075286294201
13,72,1.0001118902778638
13,73,1.00069228235647
13,74,1.0001516269381439
13,75,1.0001715888696396
13,76,1.000138977216988
13,77,1.0000030149338703
13,78,1.000376553236426
13,79,1.0001194037625916
13,80,1.0000303916597728
13,81,1.0005501760806612
13,82,1.000434241418656
13,83,1.0002664531693082
13,84,1.000322079659609
13,85,1.0000643672101868
13,86,1.0003205830463608
13,87,1.0003535865274804
13,88,1.0001532441710832
13,89,1.000229230296121
13,90,1.0003147401564163
13,91,1.0003778738969737
13,92,1.0001650601320389
13,93,1.0003968569498756
13,94,1.0003658628795669
13,95,1.0004183934919624
13,96,1.0000317778798136
13,97,1.0000142389597122
13,98,1.0000265945347537
14,0,1.0000803976450385
14,1,1.000098819288724
14,2,1.00023265875978
14,4,1.0000317818855273
14,5,1.000085565057786
14,6,1.0001445523887615
14,8,1.0000987360068843
14,9,1.0000635615238336
14,11,1.0001353973315006
14,12,1.0000413951591318
14,13,1.0001319084360312
14,15,1.0000607029932753
14,16,1.000027230841326
14,17,1.000122213941369
14,18,1.0000198046134083
14,19,1.000281460769241
14,20,1.000027830916569
14,21,1.0000203751159948
14,22,1.0000891084912389
14,23,1.0001431141994388
14,24,1.0000477260545209
14,26,1.000018362516316
14,27,1.0000896097892116
14,28,1.00003853585861
14,29,1.0000201399893436
14,30,1.0000655366133906
14,31,1.000151411866979
14,34,1.0001782920715305
14,35,1.0000480524356405
14,36,1.0001040753239068
14,37,1.000155185846605
14,40,1.000007379515191
14,41,1.0000250840820613
14,42,1.0000075212012391
14,43,1.0002108428027185
14,44,1.000257502118711
14,45,1.0000215417159308
14,46,1.00002139458411
14,47,1.0005896438965405
14,48,1.000011312509645
14,49,1.0000032179115925
14,50,1.0001220580757275
14,52,1.000023607224576
14,53,1.000088311951093
14,54,1.0000492916420918
14,56,1.0000863352883123
14,57,1.00006812735599
14,59,1.0000470068259286
14,60,1.0001200482647796
14,61,1.0000263460591643
14,62,1.0000415486938667
14,63,1.0002251604500012
14,64,1.0001216731968614
14,65,1.0002440432652204
14,66,1.0001746138095389
14,67,1.0000302365158866
14,68,1.000061569298793
14,69,1.0000678075935898
14,70,1.0000300098494472
14,71,1.0000433196631784
14,72,1.0000422166443685
14,73,1.000261123323798
14,74,1.0000414217468978
14,75,1.0000313411247888
14,76,1.0000297844824475
14,77,1.0001112294435195
14,78,1.0001884326096613
14,79,1.000021291578954
14,80,1.0000685752051413
14,81,1.000156018540165
14,82,1.000127157128648
14,83,1.0000373287874298
14,84,1.0000584157170789
14,85,1.0000259228188415
14,86,1.000072705072234
14,87,1.0001075949280134
14,88,1.0001044171899194
14,89,1.0000896799203995
14,90,1.0000571694063627
14,91,1.000108735158634
14,92,1.000035572019335
14,93,1.000137301517639
14,94,1.0001271052847707
14,95,1.0001072382904175
14,96,1.000172838671573
14,97,1.000120462122192
14,98,1.0001851005701006
15,0,1.000076633494617
15,1,1.0000757294234224
15,2,1.0001259637118025
15,4,1.0000266520246324
15,5,1.0000646556122985
15,6,1.0000609915930456
15,8,1.00008736758061
15,9,1.000024805035682
15,11,1.0000566445905843
15,12,1.0000350400681879
15,13,1.0000829126223496
15,14,1.0000607029932753
15,16,1.0001216944274482
15,17,1.0000361506238287
15,18,1.0001435518473236
15,19,1.0005764907023482
15,20,1.000117195526494
15,21,1.0001439186371666
15,22,1.000091013776229
15,23,1.0000876070789202
15,24,1.0002039579945483
15,26,1.0001251289645705
15,27,1.0002755129861018
15,28,1.0001842066150521
15,29,1.000027918144803
15,30,1.0000913765802808
15,31,1.0003007141135292
15,34,1.0003414375532582
15,35,1.0001573755737068
15,36,1.0002627962210844
15,37,1.0003931628143234
15,40,1.0000989384558268
15,41,1.0001533220100074
15,42,1.000042023588469
